,handle,created_at,tweet_text,key_word_list
744,RepBenCline,2022-12-05T15:37:12.000Z,"It was great to share coffee and conversation with folks in Warren County. I appreciated hearing their questions and look forward to taking their concerns to Washington.

Check back for an upcoming town hall near you. https://t.co/F7z8erva9w","['great', 'share', 'coffee', 'conversation', 'folk', 'warren', 'county', 'appreciate', 'hear', 'question', 'look', 'forward', 'take', 'concern', 'washington', 'check', 'upcoming', 'town', 'hall']"
745,RepBenCline,2022-12-04T17:05:19.000Z,"It was great to stop by the Shickel Corporation in Bridgewater, which provides design, fabrication, and installation of custom metal products on sites all around the Mid-Atlantic. I got to see one of their latest projects - handrails for the House Chamber floor in the Capitol. https://t.co/Rs738MDOio","['great', 'stop', 'shickel', 'corporation', 'bridgewater', 'provide', 'design', 'fabrication', 'installation', 'custom', 'metal', 'product', 'site', 'all', 'mid', 'atlantic', 'get', 'see', 'late', 'project', 'handrail', 'house', 'chamber', 'floor', 'capitol']"
746,RepBenCline,2022-12-03T16:04:28.000Z,"Congratulations to legendary meteorologist and news anchor @RobinReedWDBJ on a well-deserved retirement.
 
His long-running weather reports were a favorite of the Roanoke Valley community and we thank him for his lasting contributions to local journalism. https://t.co/Iy2dDqMqvo","['congratulation', 'legendary', 'meteorologist', 'news', 'anchor', 'well', 'deserve', 'retirement', 'long', 'run', 'weather', 'report', 'favorite', 'roanoke', 'valley', 'community', 'thank', 'last', 'contribution', 'local', 'journalism']"
747,RepBenCline,2022-12-02T16:05:10.000Z,"Over 73,000 known ‘gotaways’ illegally crossed our southern border and escaped into the U.S. last month - the HIGHEST number on record. 

When will @SecMayorkas admit the border is NOT secure? https://t.co/67PqN7xX7e","['over', 'know', 'gotaway', 'illegally', 'cross', 'southern', 'border', 'escape', 'last', 'month', 'highest', 'number', 'record', 'admit', 'border', 'secure']"
748,RepBenCline,2022-12-01T21:22:36.000Z,"Pulling Air Marshals from their mission of protecting our air travel &amp; redeploying them to the southern border to babysit illegal migrants puts our airways at risk.

Please go to the border, see the border, and secure the border, @JoeBiden. https://t.co/jvsb9bdaV8","['pull', 'air', 'marshals', 'mission', 'protect', 'air', 'travel', 'amp', 'redeploy', 'southern', 'border', 'babysit', 'illegal', 'migrant', 'put', 'airway', 'risk', 'go', 'border', 'see', 'border', 'secure', 'border']"
749,RepBenCline,2022-12-01T19:23:58.000Z,"The White House looked the other way when conservatives were censored on Twitter. 

Now, they're furious that there's free speech on Twitter. 

I applaud @elonmusk for standing up for #1A. In the new majority, we will strengthen protections and crackdown censorship on Big Tech. https://t.co/xpUSrOIITx","['white', 'house', 'look', 'other', 'way', 'conservative', 'censor', 'twitter', 'now', 'furious', 'free', 'speech', 'twitter', 'applaud', 'stand', 'new', 'majority', 'strengthen', 'protection', 'crackdown', 'censorship', 'big', 'tech']"
750,RepCloudTX,2022-12-05T22:33:17.000Z,"In the middle of a military recruitment crisis, Democrats' COVID-19 military vaccine mandate forced the discharge of:

— 1,841 Army soldiers
— 2,032 Navy sailors
— 3,717 Marines

End the mandate and rehire these national heroes! https://t.co/ppOQw7EhgJ","['middle', 'military', 'recruitment', 'crisis', 'democrats', 'military', 'vaccine', 'mandate', 'force', 'discharge', 'army', 'soldier', 'navy', 'sailor', 'marines', 'end', 'mandate', 'rehire', 'national', 'hero']"
751,RepCloudTX,2022-12-05T18:42:31.000Z,"RT @HouseGOP: So far in 2022, 114 law enforcement officers were shot in ambush attacks. 

Democrats’ ‘Defund the Police’ movement has demon…","['rt', 'so', 'far', 'law', 'enforcement', 'officer', 'shoot', 'ambush', 'attack', 'democrats', 'defund', 'police', 'movement', 'demon']"
752,RepCloudTX,2022-12-03T00:14:24.000Z,Delighted to have a Texan at the helm who knows what time it is. https://t.co/mWLFwbjOMk,"['delighted', 'have', 'texan', 'helm', 'know', 'time']"
753,RepCloudTX,2022-12-01T22:35:00.000Z,"RT @FRCdc: ""This is taxpayer-funded human trafficking...It's heartbreaking that this is happening."" 

@RepCloudTX reacts to Project Veritas…","['rt', 'taxpayer', 'fund', 'human', 'trafficking', 'heartbreaking', 'happen', 'react', 'project', 'veritas']"
754,RepCloudTX,2022-12-01T19:27:04.000Z,"During the busiest time of the year, the Biden admin has pulled highly skilled Air Marshals from planes and placed them at the southern border.

Some of their tasks include ""heating up sandwiches"" and ""babysitting"" adult illegal migrants.

Ridiculous.

https://t.co/77cc95DrsB","['busy', 'time', 'year', 'biden', 'admin', 'pull', 'highly', 'skilled', 'air', 'marshals', 'plane', 'place', 'southern', 'border', 'task', 'include', 'heat', 'sandwich', 'babysitte', 'adult', 'illegal', 'migrant', 'ridiculous']"
755,RepCloudTX,2022-12-01T17:14:31.000Z,"Even Democrats are starting to speak out against Biden's broken border.

This administration has enabled massive amounts of drug smuggling, human trafficking, and record profits for criminal cartels who actively work to undermine this nation.

There must be accountability. https://t.co/Wskyb462RK","['even', 'democrats', 'start', 'speak', 'biden', 'broken', 'border', 'administration', 'enable', 'massive', 'amount', 'drug', 'smuggling', 'human', 'trafficking', 'record', 'profit', 'criminal', 'cartel', 'actively', 'work', 'undermine', 'nation', 'accountability']"
756,RepCloudTX,2022-11-29T13:42:37.000Z,"Our brave Border Patrol agents already face:

— Record high illegal immigrant encounters 
— Record high migrant deaths 
— Record high terrorist encounters 
— Record high ""gotaways""

Repealing Title 42 is insanity.

https://t.co/HtnSmC48Sn","['brave', 'border', 'patrol', 'agent', 'already', 'face', 'record', 'high', 'illegal', 'immigrant', 'encounter', 'record', 'high', 'migrant', 'death', 'record', 'high', 'terrorist', 'encounter', 'record', 'high', 'gotaway', 'repealing', 'title', 'insanity']"
757,RepCloudTX,2022-11-28T21:42:43.000Z,God bless the pro-freedom protesters fighting back against China's tyrannical regime.,"['god', 'bless', 'pro', 'freedom', 'protester', 'fight', 'back', 'china', 'tyrannical', 'regime']"
758,RepCloudTX,2022-11-28T19:04:05.000Z,"Alejandro Mayorkas' leadership of DHS has enriched violent cartels, flooded our country with fentanyl, and enabled a heartbreaking humanitarian crisis.

He's lied at every turn and even slandered his own border patrol to push a false agenda.

He should either resign or be fired.","['alejandro', 'mayorkas', 'leadership', 'dhs', 'enrich', 'violent', 'cartel', 'flood', 'country', 'fentanyl', 'enable', 'heartbreaking', 'humanitarian', 'crisis', 'lie', 'turn', 'even', 'slander', 'own', 'border', 'patrol', 'push', 'false', 'agenda', 'resign', 'fire']"
759,RepCloudTX,2022-11-28T18:48:58.000Z,https://t.co/ETEe1ZyHcg,[]
770,Rep_Clyde,2022-12-07T02:33:25.000Z,"James Baker received paychecks from Twitter while doing the FBI’s bidding.

This is government-by-proxy censorship.

Tomorrow, I’m introducing legislation to end this madness. Stay tuned. https://t.co/8jlh7vrd9G","['james', 'baker', 'receive', 'paycheck', 'twitter', 'do', 'fbi', 'bidding', 'government', 'proxy', 'censorship', 'tomorrow', 'introduce', 'legislation', 'end', 'madness', 'stay', 'tune', 'g']"
771,Rep_Clyde,2022-12-06T22:30:44.000Z,"Employing Sam Brinton after his felony charge and admission of guilt exemplifies the Left’s adherence to soft-on-crime policies, refusal to deliver accountability, and disrespect for our government agencies.

It’s clearly time for Sam Brinton to resign.

Read our letter ⬇️ https://t.co/vjNVyXHgWU","['employ', 'sam', 'brinton', 'felony', 'charge', 'admission', 'guilt', 'exemplify', 'left', 'adherence', 'soft', 'crime', 'policy', 'refusal', 'deliver', 'accountability', 'disrespect', 'government', 'agency', 'clearly', 'time', 'sam', 'brinton', 'resign', 'read', 'letter']"
772,Rep_Clyde,2022-12-06T16:56:31.000Z,"Joe Biden believes there are “more important things going on” than the raging border crisis threatening our national security and flooding our communities with deadly fentanyl.

Unconscionable. https://t.co/EaoOgFNzZ5","['joe', 'biden', 'believe', 'be', 'more', 'important', 'thing', 'go', 'rage', 'border', 'crisis', 'threaten', 'national', 'security', 'flood', 'community', 'deadly', 'fentanyl', 'unconscionable']"
773,Rep_Clyde,2022-12-06T16:05:56.000Z,RT @TXRandy14: Our nation is in the midst of an energy crisis – a crisis that was unquestionably created by the Biden Administration’s reck…,"['rt', 'nation', 'midst', 'energy', 'crisis', 'crisis', 'unquestionably', 'create', 'biden', 'administration', 'reck']"
774,Rep_Clyde,2022-12-06T14:36:01.000Z,"Following his felony theft charge and admission of guilt, Sam Brinton has no place influencing policy in the federal government.

DOE Secretary Granholm must immediately demand Brinton’s resignation.

https://t.co/k9nWv4J9Bi","['follow', 'felony', 'theft', 'charge', 'admission', 'guilt', 'sam', 'brinton', 'have', 'place', 'influence', 'policy', 'federal', 'government', 'doe', 'secretary', 'granholm', 'immediately', 'demand', 'brinton', 'resignation']"
775,Rep_Clyde,2022-12-05T19:26:51.000Z,RT @Jim_Jordan: Maybe the FBI should spend less time working with Big Tech to suppress the Hunter Biden story and more time on solving actu…,"['rt', 'maybe', 'fbi', 'spend', 'less', 'time', 'work', 'big', 'tech', 'suppress', 'hunter', 'biden', 'story', 'more', 'time', 'solve', 'actu']"
776,Rep_Clyde,2022-12-05T18:51:09.000Z,"The Pentagon recently failed its fifth straight audit—as the DOD is unable to account for TRILLIONS of its assets.

This is completely unacceptable.

Americans deserve accountability and full transparency as to how their hard-earned tax dollars are being spent.","['pentagon', 'recently', 'fail', 'fifth', 'straight', 'audit', 'dod', 'unable', 'account', 'trillion', 'asset', 'completely', 'unacceptable', 'americans', 'deserve', 'accountability', 'full', 'transparency', 'hard', 'earn', 'tax', 'dollar', 'spend']"
777,Rep_Clyde,2022-12-05T16:48:39.000Z,"RT @HouseGOP: So far in 2022, 114 law enforcement officers were shot in ambush attacks. 

Democrats’ ‘Defund the Police’ movement has demon…","['rt', 'so', 'far', 'law', 'enforcement', 'officer', 'shoot', 'ambush', 'attack', 'democrats', 'defund', 'police', 'movement', 'demon']"
778,Rep_Clyde,2022-12-05T16:20:39.000Z,"The FBI colluded with Big Tech to suppress the Hunter Biden laptop story in the final weeks of the 2020 election to help their preferred candidate: Joe Biden.

Make no mistake, this is election interference.

https://t.co/QCgeqDBkVl","['fbi', 'collude', 'big', 'tech', 'suppress', 'hunter', 'biden', 'laptop', 'story', 'final', 'week', 'election', 'help', 'preferred', 'candidate', 'joe', 'biden', 'make', 'mistake', 'election', 'interference']"
779,Rep_Clyde,2022-12-03T03:03:23.000Z,"Vijaya Gadde must testify before the House Oversight Committee. 

We need answers—under oath—about her interference in the 2020 election.","['vijaya', 'gadde', 'testify', 'house', 'oversight', 'committee', 'need', 'answer', 'oath', 'interference', 'election']"
790,TomColeOK04,2022-12-06T20:06:45.000Z,"The high cost of Christmas trees caused by @POTUS &amp; Democrats' self-made inflationary &amp; economic crises are certainly not in the holiday spirit. 
https://t.co/awzObJU6LW","['high', 'cost', 'christmas', 'tree', 'cause', 'amp', 'democrat', 'self', 'make', 'inflationary', 'amp', 'economic', 'crisis', 'certainly', 'holiday', 'spirit']"
791,TomColeOK04,2022-12-06T16:42:41.000Z,"The clock is ticking to finish pressing legislative items before the end of the year, &amp; while I remain committed to completing this process, I hope Democrats can work with Republicans to finish this work. 

More ⬇
https://t.co/UvAYyKKwPd","['clock', 'tick', 'finish', 'press', 'legislative', 'item', 'end', 'year', 'amp', 'remain', 'committed', 'complete', 'process', 'hope', 'democrats', 'work', 'republicans', 'finish', 'work', 'more']"
792,TomColeOK04,2022-12-02T20:26:55.000Z,"I'm proud to announce the #OK04 high school nominees for potential appointment to one of America’s military academies. This is an impressive list of the next generation of leaders &amp; their desire to serve is inspiring. #FourthDistrictFriday

More ⬇
https://t.co/8RiAKhOs2L","['proud', 'announce', 'high', 'school', 'nominee', 'potential', 'appointment', 'america', 'military', 'academie', 'impressive', 'list', 'next', 'generation', 'leader', 'amp', 'desire', 'serve', 'inspire', 'fourthdistrictfriday', 'more']"
793,TomColeOK04,2022-12-02T16:51:39.000Z,"As Congress nears the end of the year, we still need to fund the federal government &amp; pass the NDAA. I hope when lawmakers return next week, Democrats will buckle down to move these bills across the finish line. 

More in my Weekly Chat ⬇️
https://t.co/zJNqLXW8ht","['congress', 'near', 'end', 'year', 'still', 'need', 'fund', 'federal', 'government', 'amp', 'pass', 'ndaa', 'hope', 'lawmaker', 'return', 'next', 'week', 'democrats', 'buckle', 'move', 'bill', 'finish', 'line', 'more', 'weekly', 'chat']"
794,TomColeOK04,2022-11-28T21:45:57.000Z,"Americans will experience the most expensive holiday season on record again this year due to inflation. The incoming @HouseGOP majority remain committed to real solutions to fight inflation, secure our supply chains &amp; lower gas prices.

More ⬇
https://t.co/TRDfqj1SWQ","['americans', 'experience', 'most', 'expensive', 'holiday', 'season', 'record', 'again', 'year', 'due', 'inflation', 'incoming', 'majority', 'remain', 'committed', 'real', 'solution', 'fight', 'inflation', 'secure', 'supply', 'chain', 'amp', 'low', 'gas', 'price', 'more']"
795,TomColeOK04,2022-11-26T15:00:00.000Z,"On #SmallBusinessSaturday, we are reminded of the importance of shopping locally &amp; supporting the business owners &amp; entrepreneurs in our own communities. With the holiday season upon us, it is the perfect time to #shopsmall &amp; enrich our communities. https://t.co/AuE1QacIT8","['smallbusinesssaturday', 'remind', 'importance', 'shop', 'locally', 'amp', 'support', 'business', 'owner', 'amp', 'entrepreneur', 'own', 'community', 'holiday', 'season', 'perfect', 'time', 'shopsmall', 'amp', 'enrich', 'community']"
796,TomColeOK04,2022-11-24T14:30:00.000Z,"🦃 Wishing all Americans a #HappyThanksgiving as we collectively thank the Lord for our family, friends &amp; neighbors, &amp; most profoundly, for the blessing of living in the United States of America. We are blessed to live in this remarkable country.

More: https://t.co/2gcYZkrQ0V https://t.co/1TRA28fG4a","['wish', 'americans', 'happythanksgiving', 'collectively', 'thank', 'lord', 'family', 'friend', 'amp', 'neighbor', 'amp', 'most', 'profoundly', 'blessing', 'living', 'united', 'states', 'america', 'bless', 'live', 'remarkable', 'country', 'more']"
797,TomColeOK04,2022-11-22T16:24:21.000Z,"This #NationalFamilyCaregiversMonth, we recognize the family caregivers across the U.S. for the care they provide to family members with debilitating &amp; deadly diseases. Their precious time &amp; extraordinary sacrifices are not unnoticed. Thank you for doing this difficult job.","['nationalfamilycaregiversmonth', 'recognize', 'family', 'caregiver', 'care', 'provide', 'family', 'member', 'debilitate', 'amp', 'deadly', 'disease', 'precious', 'time', 'amp', 'extraordinary', 'sacrifice', 'unnoticed', 'thank', 'do', 'difficult', 'job']"
798,TomColeOK04,2022-11-21T18:41:23.000Z,"During #MilitaryFamilyMonth, we recognize, honor &amp; thank military families for their sacrifices &amp; unwavering support of our military &amp; country, as they continuously stand by our men &amp; women in uniform during training, deployments &amp; the challenges of military life. https://t.co/4P0h0IpRnk","['militaryfamilymonth', 'recognize', 'honor', 'amp', 'thank', 'military', 'family', 'sacrifice', 'amp', 'unwavering', 'support', 'military', 'amp', 'country', 'continuously', 'stand', 'man', 'amp', 'woman', 'uniform', 'training', 'deployment', 'amp', 'challenge', 'military', 'life']"
799,TomColeOK04,2022-11-17T21:15:41.000Z,"Proud to join with @RepOHalleran today in the bipartisan introduction of a resolution recognizing November 17 as #NationalRuralHealthDay, during which time we recognize the challenges rural communities face accessing quality health care &amp; commit to addressing these barriers. https://t.co/ZYsWDhM5BY","['proud', 'join', 'today', 'bipartisan', 'introduction', 'resolution', 'recognize', 'november', 'nationalruralhealthday', 'time', 'recognize', 'challenge', 'rural', 'community', 'face', 'access', 'quality', 'health', 'care', 'amp', 'commit', 'address', 'barrier']"
800,RepJamesComer,2022-12-07T02:52:33.000Z,RT @LizMacDonaldFOX: @RepJamesComer on the impact of 'The Twitter Files' on #HunterBiden investigation @elonmusk @mtaibbi @bariweiss @Eveni…,"['rt', 'impact', 'twitter', 'files', 'hunterbiden', 'investigation']"
801,RepJamesComer,2022-12-06T23:15:55.000Z,"Democrats continue to pressure private companies to censor &amp; manipulate the truth online.

Former @Twitter employees will be held accountable &amp; I fully expect them to appear before @GOPoversight in the 118th Congress.

Republicans will protect Americans' free speech. @SchmittNYC https://t.co/hugEDlnDkR","['democrats', 'continue', 'pressure', 'private', 'company', 'censor', 'amp', 'manipulate', 'truth', 'online', 'former', 'employee', 'hold', 'accountable', 'amp', 'fully', 'expect', 'appear', 'congress', 'republicans', 'protect', 'americans', 'free', 'speech']"
802,RepJamesComer,2022-12-06T22:45:05.000Z,RT @GOPLeader: Accountability is coming. https://t.co/2ph9ZMkRn1,"['rt', 'accountability', 'come']"
803,RepJamesComer,2022-12-06T21:30:30.000Z,".@elonmusk, can you make sure to forward our email inviting James Baker to a @GOPoversight hearing next year? 

We sent it to his @Twitter email.
https://t.co/6W2iZvfjyY https://t.co/GUMJZJ2i12","['make', 'sure', 'forward', 'email', 'invite', 'james', 'baker', 'hearing', 'next', 'year', 'send', 'email']"
804,RepJamesComer,2022-12-06T16:42:32.000Z,"RT @GOPoversight: 🚨@RepJamesComer calls on @Twitter employees @yoyoel, @vijaya, and @thejimbaker who censored the Hunter Biden laptop story…","['rt', 'call', 'employee', 'censor', 'hunter', 'biden', 'laptop', 'story']"
805,RepJamesComer,2022-12-06T16:04:32.000Z,"RT @thehill: House GOP probing ""secret"" US-Saudi oil deal https://t.co/9VpH9xjEIn https://t.co/7oDVX4E8lH","['rt', 'house', 'gop', 'probe', 'secret', 'us', 'saudi', 'oil', 'deal']"
806,RepJamesComer,2022-12-06T16:04:28.000Z,RT @EENewsUpdates: House Oversight and Reform ranking member James Comer assailed President Joe Biden’s energy policies on Sunday and launc…,"['rt', 'house', 'oversight', 'reform', 'rank', 'member', 'james', 'comer', 'assail', 'president', 'joe', 'biden', 'energy', 'policy', 'sunday', 'launc']"
807,RepJamesComer,2022-12-06T16:04:22.000Z,RT @nypost: Fist-bump fury: GOP to probe 'secret' pre-election Biden oil deal with Saudis https://t.co/s5kf9uBlwA https://t.co/IZa5YUwhcO,"['rt', 'fist', 'bump', 'fury', 'gop', 'probe', 'secret', 'pre', 'election', 'biden', 'oil', 'deal', 'saudis']"
808,RepJamesComer,2022-12-06T16:04:17.000Z,RT @bpolitics: House Republicans say they will investigate reports of a failed “secret deal to boost oil production” between Biden administ…,"['rt', 'house', 'republicans', 'say', 'investigate', 'report', 'fail', 'secret', 'deal', 'boost', 'oil', 'production', 'biden', 'administ']"
809,RepJamesComer,2022-12-06T16:02:52.000Z,"RT @ScottJenningsKY: Big interview on our podcast this week with @JamesComer @RepJamesComer, incoming Chairman of @GOPoversight. Talked Twi…","['rt', 'big', 'interview', 'podcast', 'week', 'incoming', 'chairman', 'talked', 'twi']"
820,RepConnieConway,2022-12-06T17:57:15.000Z,Over the weekend I had the honor of attending a customer appreciation lunch at Willitts Pump irrigation store in Exeter. It was a pleasure meeting new people and seeing old friends. Thank you for the invite. https://t.co/4lvEqflz2y,"['weekend', 'have', 'honor', 'attend', 'customer', 'appreciation', 'lunch', 'willitts', 'pump', 'irrigation', 'store', 'exeter', 'pleasure', 'meeting', 'new', 'people', 'see', 'old', 'friend', 'thank', 'invite']"
821,RepConnieConway,2022-12-05T23:15:30.000Z,Over the weekend I held my Military Service Academy nominations. Thank you to the committee that helped with the nomination process. I am excited to award the deserving students of my district an amazing opportunity. https://t.co/WdCenQHrtt,"['weekend', 'hold', 'military', 'service', 'academy', 'nomination', 'thank', 'committee', 'help', 'nomination', 'process', 'excited', 'award', 'deserve', 'student', 'district', 'amazing', 'opportunity']"
822,RepConnieConway,2022-11-30T02:25:52.000Z,"His memory remains alive through the “Damon P. Nelson Memorial Scholarship Fund” at the College of the Sequoias. 
https://t.co/Tteq8MgYkR","['memory', 'remain', 'alive', 'damon', 'nelson', 'memorial', 'scholarship', 'fund', 'college', 'sequoias']"
823,RepConnieConway,2022-11-30T02:24:57.000Z,"Today, on his birthday, we remember the late Damon Nelson, a Central Valley public servant and mentor to many. He was a great American patriot, Veteran of the first Gulf War, and leader of the House Intel Committee under former Congressman Nunes. https://t.co/PNtRGZcMjF","['today', 'birthday', 'remember', 'late', 'damon', 'nelson', 'central', 'valley', 'public', 'servant', 'mentor', 'many', 'great', 'american', 'patriot', 'veteran', 'first', 'gulf', 'war', 'leader', 'house', 'intel', 'committee', 'former', 'congressman', 'nunes']"
824,RepConnieConway,2022-11-11T17:41:07.000Z,Thank you to all the brave men and woman who have served our country and defended our freedom. Happy Veterans Day! #ThankYouForYourService https://t.co/CKzi9Mwb4Y,"['thank', 'brave', 'man', 'woman', 'serve', 'country', 'defend', 'freedom', 'happy', 'veterans', 'day', 'thankyouforyourservice']"
825,RepConnieConway,2022-11-10T15:53:27.000Z,Last week I spoke to a group of Danish farmers at @HarrisRanchCA about Central Valley agriculture. We discussed U.S. government regulations of the ag industry and the Valley’s water crisis. #SupportCaliforniaAgriculture https://t.co/rtYM1TYTEY,"['last', 'week', 'speak', 'group', 'danish', 'farmer', 'central', 'valley', 'agriculture', 'discuss', 'government', 'regulation', 'ag', 'industry', 'valley', 'water', 'crisis', 'supportcaliforniaagriculture']"
826,RepConnieConway,2022-11-09T15:56:14.000Z,"You can read the bill text here:
https://t.co/ShlRogNL1C

and a synopsis here:
https://t.co/Jd1NnsatyE","['read', 'bill', 'text', 'here', 'synopsis', 'here']"
827,RepConnieConway,2022-11-09T15:56:14.000Z,"I recently introduced a bill, cosponsored by @RepDavidValadao &amp; @RepMcClintock, to open Hetch Hetchy to public recreation. This bill will ensure Californians can partake in activities such as swimming, boating and camping that are now banned or restricted.","['recently', 'introduce', 'bill', 'cosponsor', 'amp', 'open', 'hetch', 'hetchy', 'public', 'recreation', 'bill', 'ensure', 'californians', 'partake', 'activity', 'such', 'swimming', 'boat', 'camping', 'now', 'ban', 'restrict']"
828,RepConnieConway,2022-11-08T18:27:59.000Z,"It’s Election Day! 🇺🇸 Go out and vote, and make your voices heard. 

CA voting information can be found here: 
https://t.co/plXfvbzMUc","['election', 'day', 'go', 'vote', 'make', 'voice', 'hear', 'ca', 'voting', 'information', 'find', 'here']"
829,RepConnieConway,2022-11-08T00:01:17.000Z,"Over the weekend I had the pleasure of hosting Assemblymember @vfong &amp; CA State Controller candidate @lanheechen at the @WorldAgExpo in Tulare. We discussed Valley Ag &amp; toured the International Agri-Center Heritage Complex, including AgVentures program &amp; museum https://t.co/rgMV1ntCQT","['weekend', 'have', 'pleasure', 'host', 'assemblymember', 'amp', 'ca', 'state', 'controller', 'candidate', 'tulare', 'discuss', 'valley', 'ag', 'amp', 'tour', 'international', 'agri', 'center', 'heritage', 'complex', 'include', 'agventures', 'program', 'amp', 'museum']"
880,RepRickCrawford,2022-05-03T14:40:26.000Z,"My statement on the apparent leak of a draft SCOTUS ruling which would overturn Roe v. Wade: 
https://t.co/uadDFnTxe1 
#arpx #SCOTUS","['statement', 'apparent', 'leak', 'draft', 'scotus', 'ruling', 'overturn', 'roe', 'wade', 'arpx', 'scotus']"
881,RepRickCrawford,2021-08-26T20:10:22.000Z,"My statement on the terrorist attacks in Kabul that killed eleven Marines, one Navy medic, and countless innocents:
https://t.co/h7tqIyhCqS
#Afghanistan #arpx","['statement', 'terrorist', 'attack', 'kabul', 'kill', 'marines', 'navy', 'medic', 'countless', 'innocent', 'afghanistan', 'arpx']"
882,RepRickCrawford,2021-06-30T23:03:21.000Z,"House Democrats are now defending/considering “art” as “infrastructure” because they want the U.S. to emulate Soviet-style infrastructure? Absolute nonsense… American tax payers won’t go along with this, either. https://t.co/mliBeTruGo","['house', 'democrats', 'now', 'defend', 'consider', 'art', 'infrastructure', 'want', 'emulate', 'soviet', 'style', 'infrastructure', 'absolute', 'nonsense', 'american', 'tax', 'payer', 'go', 'along', 'either']"
883,RepRickCrawford,2021-06-25T17:34:16.000Z,It's #NationalCatfishDay! Arkansas Catfish &gt; D.C. Swamp Catfish 🎣 https://t.co/qmGLV4H2MP,"['nationalcatfishday', 'arkansas', 'catfish', 'gt', 'swamp', 'catfish']"
884,RepRickCrawford,2021-06-25T14:13:20.000Z,Today is our intern Davis's last day with Team Crawford. He has been a great addition to our DC team and I can't wait to see how he succeeds! https://t.co/JW1vv0U3FY,"['today', 'intern', 'davis', 'last', 'day', 'team', 'crawford', 'great', 'addition', 'dc', 'team', 'wait', 'see', 'succeed']"
885,RepRickCrawford,2021-06-24T19:17:09.000Z,"Yes, this must stop and this presents a legitimate policy question:  Do we really want, in effect, to vitiate sanctions on bad actors across the globe? https://t.co/gRveoDfcYR","['stop', 'present', 'legitimate', 'policy', 'question', 'really', 'want', 'effect', 'vitiate', 'sanction', 'bad', 'actor', 'globe']"
886,RepRickCrawford,2021-06-23T13:10:21.000Z,"Over 600k acres of land has been  affected by the recent flooding in SE Arkansas, resulting in approx $200m in damages. I’ll be working with our delegation and my colleagues in our region who’ve been impacted similarly to fully support our producers.

https://t.co/IeqcdemtaF","['acre', 'land', 'affect', 'recent', 'flooding', 'se', 'arkansas', 'result', 'approx', 'm', 'damage', 'work', 'delegation', 'colleague', 'region', 'impact', 'similarly', 'fully', 'support', 'producer']"
887,RepRickCrawford,2021-06-23T00:02:00.000Z,.@KARK4News Thanks 4 covering this. Consider that we recruit young people 18-20 to join military &amp; drive these trucks while being shot @ but then say ‘not on US roads’ under far less hazardous conditions @TRUCKINGdotORG @ARTrucking @ZShannonZ @freightwaves https://t.co/aTUkLq5QZ0,"['thank', 'cover', 'consider', 'recruit', 'young', 'people', 'join', 'military', 'amp', 'drive', 'truck', 'shoot', 'then', 'say', 'us', 'road', 'far', 'less', 'hazardous', 'condition']"
888,RepRickCrawford,2021-06-21T19:03:45.000Z,RT @SenateAgGOP: The Biden administration contends that only 2% of family farms and ranches would be impacted by changes to stepped up basi…,"['rt', 'biden', 'administration', 'contend', 'only', 'family', 'farm', 'ranch', 'impact', 'change', 'stepped', 'basi']"
889,RepRickCrawford,2021-06-18T14:25:06.000Z,"I would like to offer my condolences to the family of Robert Holifield, a native of Blytheville, who died earlier this week at 44. Robert spent most of his career advocating for American agriculture and was greatly admired in all he did.
https://t.co/IuEiuedR4n","['like', 'offer', 'condolence', 'family', 'robert', 'holifield', 'native', 'blytheville', 'die', 'early', 'week', 'robert', 'spend', 'most', 'career', 'advocate', 'american', 'agriculture', 'greatly', 'admire', 'do']"
890,RepDanCrenshaw,2022-12-06T19:01:44.000Z,"NEW EPISODE!

@BrendanCarrFCC  joins us to talk about how China is using TikTok to commit espionage, train the next generation of AI, and peddle ""digital fentanyl"" to America's youth.

Listen now https://t.co/n0gVPmKpAN https://t.co/OGQnEHcdHs","['new', 'episode', 'join', 'talk', 'china', 'use', 'tiktok', 'commit', 'espionage', 'train', 'next', 'generation', 'ai', 'peddle', 'digital', 'fentanyl', 'america', 'youth', 'listen', 'now']"
891,RepDanCrenshaw,2022-12-06T17:04:21.000Z,"RT @FoxNews: Texas Rep. Dan Crenshaw proposes $6,500 bonus for Border Patrol Agents https://t.co/mOQ87xD462","['rt', 'texas', 'dan', 'crenshaw', 'propose', 'bonus', 'border', 'patrol', 'agents']"
892,RepDanCrenshaw,2022-12-06T01:20:48.000Z,"Biden needs to stop with this misguided Obama era obsession. It’s a flawed deal. 

Appeasement doesn’t work. Do not ease pressure. Instead, show support for the brave Iranians in the streets fighting for their lives. https://t.co/VMgkUYR6i4","['biden', 'need', 'stop', 'misguided', 'obama', 'era', 'obsession', 'flawed', 'deal', 'appeasement', 'work', 'ease', 'pressure', 'instead', 'show', 'support', 'brave', 'iranians', 'street', 'fight', 'life']"
893,RepDanCrenshaw,2022-12-02T19:30:17.000Z,"Deadly fentanyl is being trafficked into the U.S. more than it ever has been. The Mexican drug cartels are growing richer, stronger, and more equipped every day.

The Biden Administration doesn’t have a plan. Republicans do.","['deadly', 'fentanyl', 'traffic', 'more', 'ever', 'mexican', 'drug', 'cartel', 'grow', 'rich', 'strong', 'more', 'equipped', 'day', 'biden', 'administration', 'have', 'plan', 'republican', 'do']"
