,handle,created_at,tweet_text
928,RepJohnCurtis,2022-11-23T19:44:50.000Z,"RT @UtahDPS: Did you know?
#Thanksgiving is the leading day of the year for home fires involving cooking equipment.
Find more holiday cooki…"
929,RepJohnCurtis,2022-11-22T22:14:25.000Z,"From left to right: 

“Accidental Light” 
Katherine Carlston, Olympus High School
 
“Sisters”
Dayna Harris, Provo High School
 
“Lion”
Kira Paskett, Emery High School

“Water Spirit”
Madeline Hoyt, Timpview High School"
940,WarrenDavidson,2022-12-06T22:53:00.000Z,"They'll definitely claim it's just to keep us all safe. Nevertheless, HELL NO. Freedom surrendered is rarely reclaimed. In the USA, this idea would violate the 3rd and 4th Amendments. #DefendFreedom https://t.co/DwtxsyuFXQ"
941,WarrenDavidson,2022-12-06T18:36:05.000Z,"🤔 If only there were an obligation for GSIBs or FATF to manage and report systemic risk? Or for regulators to provide clarity and accountability... 
cc: @SecYellen, @federalreserve https://t.co/Mb8RhNxSlq"
942,WarrenDavidson,2022-12-06T18:23:18.000Z,A woke Chamber needs competition so that it’s members are effectively represented - rather than a woke agenda at odds with the fiduciary interests of business owners and shareholders. https://t.co/alaDF8MddG
943,WarrenDavidson,2022-12-06T15:30:55.000Z,#FireJoeBiden https://t.co/EnTReEseMX
944,WarrenDavidson,2022-12-06T14:13:06.000Z,"Key leverage points to change the status quo: rules, structure, staff, debt ceiling, farm bill, FISA, NDAA, appropriations. We cannot continue Biden’s policies using the Pelosi / Schumer agenda. /2 ##"
945,WarrenDavidson,2022-12-06T14:08:58.000Z,"Few have accurately reported that there is no official position from the @freedomcaucus on the Speaker’s race. Some HFC members oppose Kevin McCarthy and others support him. 

We should be 100% united to change the status quo in the 118th Congress - using key leverage points:  1/"
946,WarrenDavidson,2022-12-06T02:45:28.000Z,"The repo market has been in distress since 9/2019. Liquidity trap makes it difficult for the Fed to do right. When liquidity fails, it risks the whole house of cards. Weak currencies may hurt worse, but the reserve (USD) needs liquidity. Congress needs this hearing ASAP. https://t.co/fO8ShFWUGh"
947,WarrenDavidson,2022-12-06T00:53:44.000Z,"@ZubyMusic Given current inflation rates, there are very few reasons to favor cash over an asset that can appreciate."
948,WarrenDavidson,2022-12-06T00:32:45.000Z,@catturd2 Godfather II
949,WarrenDavidson,2022-12-05T21:53:47.000Z,@AlexSpencerUSA https://t.co/5L1kriHRFd
960,RodneyDavis,2022-11-29T19:03:02.000Z,"Sad to hear of the passing of my friend and colleague, @RepMcEachin. Cancer is a terrible disease. Donald's fight against it is an inspiration to all who have to go through it. Shannon and I are praying for the entire McEachin family and also his Congressional staff. https://t.co/NaQwkrumE7"
961,RodneyDavis,2022-11-29T01:23:33.000Z,"Kids, you shouldn’t gamble. I bet my buddy @pkcapitol and now have to wear this goofy hat. Go Braves…next year! https://t.co/mkuiORnsVb"
962,RodneyDavis,2022-11-12T02:17:15.000Z,"RT @HouseGOP: This Veterans day, we honor all the men and women who answered the call to serve in our armed forces. 

We owe an immeasurabl…"
963,RodneyDavis,2022-11-08T02:56:14.000Z,I'll be participating in @KMOV's election night political panel tomorrow evening to discuss the 2022 General Election. Tune in if you are interested! https://t.co/2ofSb1QnE7
964,RodneyDavis,2022-10-28T17:18:24.000Z,"An attack on any member's family is an attack on all of Congress. Shannon and I are praying for a speedy recovery for Paul and comfort for the Pelosi family.

It's incumbent upon all of us to condemn this attack and do everything we can to end all politically-motivated violence."
965,RodneyDavis,2022-10-20T20:54:53.000Z,"You can learn more about our office's FY22 Community Project Funding requests, all of which were successfully awarded, by visiting: https://t.co/5rNlqI3t7S."
966,RodneyDavis,2022-10-20T20:54:52.000Z,"Yesterday we visited Blue Mound, Assumption, Nokomis, and Carrollton to highlight Community Project Funding grants our office requested. These grants will bring our tax dollars back home to help these communities improve their water treatment services for local families. https://t.co/UWuh0PKxpK"
967,RodneyDavis,2022-10-20T19:23:23.000Z,RT @HouseGOP: “The Strategic Petroleum Reserve was created for a time of emergency—this is a political emergency to the Democrats. That is…
968,RodneyDavis,2022-10-12T18:17:35.000Z,"Please pray for a speedy recovery for the officers and their families. Particularly in times like these, we should stand with the law enforcement community because they put their own safety on the line to keep us all safe."
969,RodneyDavis,2022-10-12T18:17:34.000Z,I spoke with Mayor Moore-Wolfe this morning to get an update on the condition of the two injured Decatur officers. I'm glad to hear the officers are in stable condition. This tragic shooting shows the dangers our brave men and women in law enforcement face every day. https://t.co/sLEBE0NAoD
1050,DesJarlaisTN04,2022-12-05T17:42:41.000Z,"Americans are taking on multiple jobs to pay for basic necessities due to inflation skyrocketing.

We must take action to reverse the Biden Administration’s disastrous economic policies. https://t.co/kH5CVBYY3P"
1051,DesJarlaisTN04,2022-11-30T15:41:16.000Z,"I signed a letter to Vice Admiral Buck regarding religious exemptions for the COVID-19 vaccine mandate at the US Naval Academy. 

No one who signs up to protect our country should be denied over their choice to not receive a coronavirus vaccination.

Read the letter here ⬇️ https://t.co/W3DEG8OQqk"
1052,DesJarlaisTN04,2022-11-24T21:53:29.000Z,"Happy Thanksgiving from the DesJarlais family 🦃

We spent the day shooting, eating great food, and enjoying time with family!

I hope all of #TN04 spent time with those they love most today. https://t.co/D8ClbHMorL"
1053,DesJarlaisTN04,2022-11-18T19:04:37.000Z,"Our border is seeing a surge of illegal crossings &amp; influx of deadly drugs. We must codify Title 42. 

This is why I introduced the Stop Fentanyl Border Crossings Act. This legislation will fight back against illegal drug smuggling at the southern border.https://t.co/kHDzKHWnFV"
1054,DesJarlaisTN04,2022-11-16T20:24:51.000Z,"Excellent meeting with @ulalaunch! We discussed last night’s Artemis launch and I thanked them for their continued support of our military. 

I was grateful to visit their Decatur, AL facility a few months ago and meet many of my constituents who work at their plant. https://t.co/M6N6xHgtV6"
1055,DesJarlaisTN04,2022-11-16T17:20:47.000Z,"Things no one is thankful for this year: #Bidenflation 

@FarmBureau's comprehensive report shows the price of a Thanksgiving meal is up 20% from last year. 

It's time to end reckless progressive tax and spend policies. https://t.co/I3tOsRAhZQ"
1056,DesJarlaisTN04,2022-11-15T21:34:05.000Z,I enjoyed meeting with @naifatn who like me support the extension of tax cuts across America! 🇺🇸 https://t.co/B1RjPcQAKy
1057,DesJarlaisTN04,2022-11-11T15:21:16.000Z,"RT @GovBillLee: The Tennesseans who have bravely served our state &amp; nation deserve our highest honor &amp; respect. Today, we recognize veteran…"
1058,DesJarlaisTN04,2022-11-11T15:09:02.000Z,Today we remember and honor all those who have served in our Armed Forces. The sacrifices of our veterans keep our Nation a free and safe place to live. I am grateful their service.🇺🇸 https://t.co/GuFTpAIw0D
1059,DesJarlaisTN04,2022-11-10T18:39:35.000Z,"Amazing work by SRO Alexander! 

Not only does Fentanyl pose a threat to those taking the drugs, but its distribution networks also expose innocent adults and children to criminal dangers when the traffickers weave their way into our day to day life. 
https://t.co/7ItpTxWjHz"
1070,MarioDB,2022-12-06T21:46:03.000Z,"I'm proud to join my colleague, @RepDonaldsPress, in this letter urging POTUS to approve additional FEMA assistance for communities in #Florida still trying to recover from the devastating impacts of Hurricane Ian. https://t.co/19xfkL0HdQ"
1071,MarioDB,2022-12-06T19:19:21.000Z,RT @carlosvecchio: Hoy estuve conversando con el Representante @MarioDB sobre la nueva agenda legislativa una vez se instale el nuevo congr…
1072,MarioDB,2022-12-05T16:19:32.000Z,"Religious liberties are sacred and vulnerable, and must always be vigorously protected. 

Read my complete statement on the ""Respect for Marriage Act."" https://t.co/C5zlURE9Jh"
1073,MarioDB,2022-12-02T23:26:05.000Z,"Congratulations to my good friend, @GReschenthaler for being named Chief Deputy Whip. Rep. Reschenthaler is bright, honest, diligent, and trustworthy. There’s no better choice for this role. https://t.co/mky0GfAFUi"
1074,MarioDB,2022-12-02T20:24:11.000Z,"RT @JavManjarres: GOP Lawmakers @MaElviraSalazar @MarioDB &amp; @RepCarlos Press Mayorkas on Cuban Repatriations
via @Floridianpress 

https://…"
1075,MarioDB,2022-12-02T16:55:55.000Z,RT @mmpizonero: Esta mañana los Congresistas @MarioDB @MaElviraSalazar y Carlos Jiménez enviaron una carta a Mayorkas sobre los migrates cu…
1076,MarioDB,2022-12-02T16:25:43.000Z,RT @MarioJPenton: Congresistas nos escuchan y piden importante cambio sobre inmigrantes cubanos https://t.co/IcIng6MVID
1077,MarioDB,2022-12-02T16:09:48.000Z,"Mis colegas @RepCarlos, @RepMariaSalazar y yo enviamos una carta a @SecMayorkas solicitando que la Admin implemente un sistema donde familiares y representantes legales puedan encontrar información de sus seres queridos interceptados en el mar. https://t.co/2Wen04zz26"
1078,MarioDB,2022-12-01T18:05:20.000Z,RT @TPFabricio: Such an amazing morning at our nation’s Capitol with a couple of the strongest leaders in Congress!  Thank you Senator @mar…
1079,MarioDB,2022-11-28T15:00:34.000Z,"Es inconcebible que la Admin Biden haya cancelado el oleoducto Keystone XL y prohibido la producción de energía domestica más limpia en América del Norte solo para dar luz verde a la extracción de petróleo sangriento en #Venezuela, enriqueciendo aún más al régimen de Maduro."
1100,RepDonaldsPress,2022-12-06T22:59:58.000Z,"RT @RepWebster: The disaster recovery road is long, but we will not forget and today are standing together in support of @GovRonDeSantis re…"
1101,RepDonaldsPress,2022-12-06T22:02:23.000Z,RT @RepKatCammack: I'm proud to join @RepDonaldsPress in this effort to make FEMA resources available to those affected by the historic dam…
1102,RepDonaldsPress,2022-12-06T21:47:28.000Z,"RT @MarioDB: I'm proud to join my colleague, @RepDonaldsPress, in this letter urging POTUS to approve additional FEMA assistance for commun…"
1103,RepDonaldsPress,2022-12-06T21:40:19.000Z,"@congbillposey, @RepMariaSalazar, @RepDarrenSoto, @VernBuchanan, @RepWebster, @RepGusBilirakis, @RepFranklin, @RepGregSteube, @MarioDB, @RepCarlos, and @RepBrianMast for your support of this effort. (3/3)"
1104,RepDonaldsPress,2022-12-06T21:40:18.000Z,"I am proud to lead this bipartisan letter supporting Governor DeSantis' request for FEMA's 100 percent cost share for communities hardest hit by this deadly storm.

Thank you, @SenRubioPress, @RepMattGaetz, @RepKatCammack, @DrNealDunnFL2, @RepRutherfordFL, @RepWaltzPress...(2/3)"
1105,RepDonaldsPress,2022-12-06T21:40:18.000Z,"More than two months since Hurricane Ian made landfall, far too many communities in my district are still reeling and require additional recovery assistance. (1/3) https://t.co/nkcmRp13VS"
1106,RepDonaldsPress,2022-12-06T18:26:42.000Z,"A president that doesn’t see our open border as a pressing issue is a president that isn’t concerned with the safety of their citizens. 

Visit the border, Joe."
1107,RepDonaldsPress,2022-12-06T18:24:39.000Z,Members falling asleep on the House Floor is all the more reason for TERM LIMITS!
1108,RepDonaldsPress,2022-12-06T15:04:16.000Z,"ICYMI: Yesterday, I joined @larry_kudlow to discuss the GOP's plans to investigate the Biden Family's alleged corruption. 

There's a mountain of evidence to suggest gross malfeasance, and Republicans will see where the evidence leads. Stay tuned! https://t.co/y0jJX64fbm"
1109,RepDonaldsPress,2022-12-05T19:54:25.000Z,I'll be LIVE on @larry_kudlow to talk about GOP oversight of Hunter Biden today at 4:30 PM. Tune in!
1120,RepJeffDuncan,2022-12-07T02:37:40.000Z,"BREAKING NEWS: Republicans have forced Democrats to accept language in the NDAA to repeal the vaccine mandate for the military! I've been fighting to eliminate this mandate since day one, and I'm so thankful we finally got it over the finish line!"
1121,RepJeffDuncan,2022-12-06T18:02:52.000Z,Chinese-owned TikTok threatens our national security and cybersecurity due to CCP influence. Gov. @henrymcmaster is protecting SC from cyber-attacks and vulnerability by calling on state agencies to block TikTok on all state government electronic devices. Now @POTUS needs to act.
1122,RepJeffDuncan,2022-12-06T15:41:52.000Z,"There is a full-scale invasion at our southern border that has made every state a border state with over FOUR MILLION illegal immigrants encountered since Biden took office. This is a national security crisis of epic proportions, and @POTUS simply does not care. https://t.co/w2ZIjv2p6i"
